* c:\users\vinit\desktop\summation-of-counter\vinit_inverter\vinit_inverter.cir
Transient Analysis  Mon Jan 30 00:33:18  2023
--------------------------------------------------------------------------------
Index   time            v1#branch       v2#branch       
--------------------------------------------------------------------------------
0	0.000000e+00	-2.36689e-12	0.000000e+00	
1	1.000000e-12	5.326155e-05	-1.07035e-04	
2	2.000000e-12	5.885864e-05	-1.26705e-04	
3	4.000000e-12	6.762615e-05	-1.55400e-04	
4	8.000000e-12	7.490906e-05	-1.80824e-04	
5	1.600000e-11	7.595253e-05	-1.97948e-04	
6	3.200000e-11	7.379589e-05	-2.31258e-04	
7	6.400000e-11	6.906983e-05	-2.52244e-04	
8	1.000000e-10	1.447671e-05	-9.68319e-05	
9	1.054466e-10	2.190738e-08	-9.46288e-07	
10	1.163398e-10	-1.03478e-07	8.330990e-07	
11	1.381263e-10	1.183415e-07	-8.08558e-07	
12	1.816991e-10	-1.45047e-07	7.719903e-07	
13	2.688448e-10	1.375943e-07	-7.79713e-07	
14	4.431363e-10	-1.54230e-07	7.579591e-07	
15	7.917192e-10	1.422158e-07	-7.72812e-07	
16	1.488885e-09	-1.56316e-07	7.545035e-07	
17	2.883217e-09	1.435752e-07	-7.71139e-07	
18	5.671880e-09	-1.56352e-07	7.535333e-07	
19	1.124921e-08	1.447186e-07	-7.71125e-07	
20	2.240386e-08	-1.54892e-07	7.486906e-07	
21	4.471316e-08	1.483905e-07	-8.22120e-07	
22	8.053531e-08	-1.50953e-07	7.549236e-07	
23	1.015094e-07	1.503057e-07	-7.74099e-07	
24	1.118165e-07	-1.50654e-07	7.641307e-07	
25	1.270741e-07	1.504493e-07	-7.69019e-07	
26	1.421043e-07	-1.50598e-07	7.657080e-07	
27	1.571639e-07	1.505133e-07	-7.66559e-07	
28	1.731151e-07	-1.50600e-07	7.653568e-07	
29	1.886443e-07	1.505468e-07	-7.65172e-07	
30	2.083056e-07	-1.50616e-07	7.646012e-07	
31	2.310121e-07	1.505667e-07	-7.64299e-07	
32	2.660167e-07	-1.50627e-07	7.640498e-07	
33	3.180479e-07	1.505757e-07	-7.63893e-07	
34	4.184973e-07	-1.50632e-07	7.638128e-07	
35	6.193961e-07	1.505783e-07	-7.63772e-07	
36	1.021194e-06	-1.50634e-07	7.637516e-07	
37	1.824789e-06	1.505790e-07	-7.63741e-07	
38	3.431980e-06	-1.50634e-07	7.637363e-07	
39	6.646361e-06	1.505792e-07	-7.63734e-07	
40	1.307512e-05	-1.50634e-07	7.637325e-07	
41	2.593265e-05	1.505792e-07	-7.63732e-07	
42	5.164770e-05	-1.50634e-07	7.637315e-07	
43	1.030778e-04	1.505792e-07	-7.63731e-07	
44	2.059380e-04	-1.50634e-07	7.637313e-07	
45	4.116584e-04	1.505792e-07	-7.63731e-07	
46	8.230992e-04	-1.50634e-07	7.637312e-07	
47	1.645981e-03	1.505792e-07	-7.63731e-07	
48	2.645981e-03	-1.50634e-07	7.637312e-07	
49	3.645981e-03	1.505792e-07	-7.63731e-07	
50	4.645981e-03	-1.50634e-07	7.637312e-07	
51	5.645981e-03	1.505792e-07	-7.63731e-07	
52	6.645981e-03	-1.50634e-07	7.637311e-07	
53	7.645981e-03	1.505792e-07	-7.63731e-07	
54	8.645981e-03	-1.50634e-07	7.637311e-07	

Index   time            v1#branch       v2#branch       
--------------------------------------------------------------------------------
55	9.645981e-03	1.505792e-07	-7.63731e-07	
56	1.064598e-02	-1.50634e-07	7.637311e-07	
57	1.164598e-02	1.505792e-07	-7.63731e-07	
58	1.264598e-02	-1.50634e-07	7.637311e-07	
59	1.364598e-02	1.505792e-07	-7.63731e-07	
60	1.464598e-02	-1.50634e-07	7.637311e-07	
61	1.564598e-02	1.505792e-07	-7.63731e-07	
62	1.664598e-02	-1.50634e-07	7.637311e-07	
63	1.764598e-02	1.505792e-07	-7.63731e-07	
64	1.864598e-02	-1.50634e-07	7.637311e-07	
65	1.964598e-02	1.505792e-07	-7.63731e-07	
66	2.064598e-02	-1.50634e-07	7.637310e-07	
67	2.164598e-02	1.505792e-07	-7.63731e-07	
68	2.264598e-02	-1.50634e-07	7.637310e-07	
69	2.364598e-02	1.505792e-07	-7.63731e-07	
70	2.464598e-02	-1.50634e-07	7.637310e-07	
71	2.564598e-02	1.505792e-07	-7.63731e-07	
72	2.664598e-02	-1.50634e-07	7.637310e-07	
73	2.764598e-02	1.505792e-07	-7.63731e-07	
74	2.864598e-02	-1.50634e-07	7.637310e-07	
75	2.964598e-02	1.505792e-07	-7.63731e-07	
76	3.064598e-02	-1.50634e-07	7.637310e-07	
77	3.164598e-02	1.505792e-07	-7.63731e-07	
78	3.264598e-02	-1.50634e-07	7.637309e-07	
79	3.364598e-02	1.505792e-07	-7.63731e-07	
80	3.464598e-02	-1.50634e-07	7.637309e-07	
81	3.564598e-02	1.505792e-07	-7.63731e-07	
82	3.664598e-02	-1.50634e-07	7.637309e-07	
83	3.764598e-02	1.505792e-07	-7.63731e-07	
84	3.864598e-02	-1.50634e-07	7.637309e-07	
85	3.964598e-02	1.505792e-07	-7.63731e-07	
86	4.064598e-02	-1.50634e-07	7.637309e-07	
87	4.164598e-02	1.505792e-07	-7.63731e-07	
88	4.264598e-02	-1.50634e-07	7.637309e-07	
89	4.364598e-02	1.505792e-07	-7.63731e-07	
90	4.464598e-02	-1.50634e-07	7.637308e-07	
91	4.564598e-02	1.505792e-07	-7.63731e-07	
92	4.664598e-02	-1.50634e-07	7.637308e-07	
93	4.764598e-02	1.505792e-07	-7.63731e-07	
94	4.864598e-02	-1.50634e-07	7.637308e-07	
95	4.964598e-02	1.505792e-07	-7.63731e-07	
