* c:\users\vinit\esim-workspace\vinit_summation_of_counter_value\vinit_summation_of_counter_value.cir
Transient Analysis  Sat Oct 08 21:17:04  2022
--------------------------------------------------------------------------------
Index   time            a2#branch_1_0   a2#branch_1_1   a5#branch_1_0   
--------------------------------------------------------------------------------
0	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
1	1.000000e-05	4.398436e-24	-1.03849e-21	0.000000e+00	
2	2.000000e-05	-6.72795e-23	6.866966e-21	0.000000e+00	
3	4.000000e-05	1.360841e-22	-1.39568e-20	0.000000e+00	
4	8.000000e-05	-9.54824e-23	1.003534e-20	0.000000e+00	
5	1.600000e-04	6.040418e-23	-6.36096e-21	0.000000e+00	
6	3.200000e-04	-5.92115e-23	6.142663e-21	0.000000e+00	
7	6.400000e-04	6.092632e-23	-6.29471e-21	0.000000e+00	
8	1.280000e-03	-5.98050e-23	6.159724e-21	0.000000e+00	
9	2.280000e-03	5.831737e-23	-5.99310e-21	0.000000e+00	
10	3.280000e-03	-5.67097e-23	5.815171e-21	0.000000e+00	
11	4.280000e-03	5.573620e-23	-5.71544e-21	0.000000e+00	
12	5.280000e-03	-5.45047e-23	5.579671e-21	0.000000e+00	
13	6.280000e-03	5.256892e-23	-5.38125e-21	0.000000e+00	
14	7.280000e-03	-5.18518e-23	5.307802e-21	0.000000e+00	
15	8.280000e-03	5.203244e-23	-5.32092e-21	0.000000e+00	
16	9.280000e-03	-5.29475e-23	5.408504e-21	0.000000e+00	
17	1.000000e-02	5.424040e-23	-5.52449e-21	0.000000e+00	
18	1.010000e-02	-6.39520e-24	6.261470e-22	0.000000e+00	
19	1.030000e-02	1.611866e-23	-1.80748e-21	0.000000e+00	
20	1.070000e-02	-1.74495e-23	2.028901e-21	0.000000e+00	
21	1.150000e-02	1.714830e-23	-1.98208e-21	0.000000e+00	
22	1.250000e-02	-1.69631e-23	1.942943e-21	0.000000e+00	
23	1.250000e-02	1.218073e-19	1.831179e-19	0.000000e+00	
24	1.250000e-02	6.933701e-05	4.270233e-05	0.000000e+00	
25	1.250000e-02	7.256493e-05	4.509899e-05	0.000000e+00	
26	1.250000e-02	7.053409e-05	4.367808e-05	0.000000e+00	
27	1.250000e-02	6.402726e-05	3.989895e-05	0.000000e+00	
28	1.250000e-02	7.524163e-05	4.177724e-05	0.000000e+00	
29	1.250000e-02	8.419500e-05	4.998844e-05	0.000000e+00	
30	1.250000e-02	6.758551e-05	3.911752e-05	0.000000e+00	
31	1.250000e-02	6.527296e-05	4.022109e-05	0.000000e+00	
32	1.250000e-02	4.885531e-05	2.769273e-05	0.000000e+00	
33	1.250000e-02	6.315526e-05	2.228615e-05	0.000000e+00	
34	1.250000e-02	1.666916e-05	1.197061e-06	0.000000e+00	
35	1.250000e-02	3.439224e-06	4.279332e-06	0.000000e+00	
36	1.250000e-02	9.976990e-06	1.592802e-06	0.000000e+00	
37	1.250000e-02	2.656262e-06	3.487055e-06	0.000000e+00	
38	1.250000e-02	4.025371e-06	6.645128e-07	0.000000e+00	
39	1.250000e-02	1.175561e-06	3.205312e-06	0.000000e+00	
40	1.250000e-02	1.834696e-06	-5.27274e-07	0.000000e+00	
41	1.250000e-02	2.349375e-07	2.483632e-06	0.000000e+00	
42	1.250000e-02	1.028933e-06	-1.41757e-06	0.000000e+00	
43	1.250000e-02	-3.58308e-07	2.024587e-06	0.000000e+00	
44	1.250000e-02	6.854626e-07	-1.74561e-06	0.000000e+00	
45	1.250000e-02	-4.61983e-07	2.027525e-06	0.000000e+00	
46	1.250000e-02	-4.67867e-05	1.192914e-06	0.000000e+00	
47	1.250000e-02	-5.34142e-05	4.283234e-06	0.000000e+00	
48	1.250000e-02	-5.00657e-05	1.027766e-06	0.000000e+00	
49	1.250000e-02	-5.61708e-05	4.691187e-06	0.000000e+00	
50	1.250000e-02	-5.42931e-05	1.054550e-06	0.000000e+00	
51	1.250000e-02	-6.29506e-05	5.276898e-06	0.000000e+00	
52	1.250000e-02	-5.78267e-05	-2.89041e-05	0.000000e+00	
53	1.250000e-02	-6.38168e-05	-2.58118e-05	0.000000e+00	
54	1.250000e-02	-6.41386e-05	-2.97584e-05	0.000000e+00	

